cluster id	num of members	protein name	centroid genome	centroid locus	role_ids	attributes	7978mff	1279779	LAC4b	B8300	A1296	HWBA8	AB031	ab736	manniia	KAB07	bH12OA2	A1	JAB0715	OMTU433	3207	6200	B8342	ABNIH28	ZW851	
3872	17	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	B8300	AB987_RS16635	0			ABD1_RS08960	RR41_RS13020	AB987_RS16635	BS103_RS08890	B7L46_RS18405	IX88_RS10585	A4U85_RS08805	ABCIP7010_RS08850	KAB07_RS09340	LX00_RS08795	ABA1_RS09485	BJAB0715_RS09865	IOMTU433_RS09455	Aba3207_RS01855		AB895_RS17320	C2U32_RS05160	P795_RS08505	
3873	17	2,3-dihydro-2,3-dihydroxybenzoate synthetase	KAB07	KAB07_RS09345	0			ABD1_RS08965	RR41_RS13025	AB987_RS16630	BS103_RS08895	B7L46_RS18410	IX88_RS10590	A4U85_RS08800	ABCIP7010_RS08855	KAB07_RS09345	LX00_RS08800	ABA1_RS09490	BJAB0715_RS09870	IOMTU433_RS09450	Aba3207_RS01860		AB895_RS17325	C2U32_RS05165	P795_RS08500	
3874	17	Fur family transcriptional regulator	1279779	ABD1_RS08970	0			ABD1_RS08970	RR41_RS13030	AB987_RS16620	BS103_RS08900	B7L46_RS18415	IX88_RS10595	A4U85_RS08795	ABCIP7010_RS08860	KAB07_RS09350	LX00_RS08805	ABA1_RS09495	BJAB0715_RS09875	IOMTU433_RS09445	Aba3207_RS01865		AB895_RS17330	C2U32_RS05170	P795_RS08495	
3875	17	bifunctional metallophosphatase/5'-nucleotidase	bH12OA2	LX00_RS08810	0			ABD1_RS08975	RR41_RS13035	AB987_RS16615	BS103_RS08905	B7L46_RS18420	IX88_RS10600	A4U85_RS08790	ABCIP7010_RS08865	KAB07_RS09355	LX00_RS08810	ABA1_RS09500	BJAB0715_RS09880	IOMTU433_RS09440	Aba3207_RS01870		AB895_RS17335	C2U32_RS05175	P795_RS08490	
3876	17	polyphosphate kinase 1	A1296	BS103_RS08910	0			ABD1_RS08980	RR41_RS13040	AB987_RS16610	BS103_RS08910	B7L46_RS18425	IX88_RS10605	A4U85_RS08785	ABCIP7010_RS08870	KAB07_RS09360	LX00_RS08840	ABA1_RS09505	BJAB0715_RS09895	IOMTU433_RS09435	Aba3207_RS01875		AB895_RS17345	C2U32_RS05180	P795_RS08485	
3877	17	pyrroloquinoline quinone precursor peptide PqqA	1279779	ABD1_RS17820	0			ABD1_RS17820	RR41_RS19435	AB987_RS16605	BS103_RS08915	B7L46_RS18430	IX88_RS18270	A4U85_RS08780	ABCIP7010_RS18515	KAB07_RS19785	LX00_RS18590	ABA1_RS19005	BJAB0715_RS19745	IOMTU433_RS20185	Aba3207_RS19875		AB895_RS17350	C2U32_RS05185	P795_RS18565	
3878	17	pyrroloquinoline quinone biosynthesis protein B	1279779	ABD1_RS08985	0			ABD1_RS08985	RR41_RS13045	AB987_RS16600	BS103_RS08920	B7L46_RS18435	IX88_RS10610	A4U85_RS08775	ABCIP7010_RS08875	KAB07_RS09365	LX00_RS08845	ABA1_RS09510	BJAB0715_RS09900	IOMTU433_RS09430	Aba3207_RS01880		AB895_RS17355	C2U32_RS05190	P795_RS08480	
3879	17	pyrroloquinoline quinone biosynthesis protein C	1279779	ABD1_RS08990	0			ABD1_RS08990	RR41_RS13050	AB987_RS16595	BS103_RS08925	B7L46_RS18440	IX88_RS10615	A4U85_RS08770	ABCIP7010_RS08880	KAB07_RS09370	LX00_RS08850	ABA1_RS09515	BJAB0715_RS09905	IOMTU433_RS09425	Aba3207_RS01885		AB895_RS17360	C2U32_RS05195	P795_RS08475	
3880	17	pyrroloquinoline quinone biosynthesis protein PqqD	LAC4b	RR41_RS13055	0			ABD1_RS08995	RR41_RS13055	AB987_RS16590	BS103_RS08930	B7L46_RS18445	IX88_RS10620	A4U85_RS08765	ABCIP7010_RS08885	KAB07_RS09375	LX00_RS08855	ABA1_RS09520	BJAB0715_RS09910	IOMTU433_RS09420	Aba3207_RS01890		AB895_RS17365	C2U32_RS05200	P795_RS08470	
3881	17	coenzyme PQQ synthesis protein E	1279779	ABD1_RS09000	0			ABD1_RS09000	RR41_RS13060	AB987_RS16585	BS103_RS08935	B7L46_RS18450	IX88_RS10625	A4U85_RS08760	ABCIP7010_RS08890	KAB07_RS09380	LX00_RS08860	ABA1_RS09525	BJAB0715_RS09915	IOMTU433_RS09415	Aba3207_RS01895		AB895_RS17370	C2U32_RS05205	P795_RS08465	
3882	17	hypothetical protein	bH12OA2	LX00_RS08865	0			ABD1_RS09005	RR41_RS13065	AB987_RS16580	BS103_RS08940	B7L46_RS18455	IX88_RS10630	A4U85_RS08755	ABCIP7010_RS08895	KAB07_RS09385	LX00_RS08865	ABA1_RS09530	BJAB0715_RS09920	IOMTU433_RS09410	Aba3207_RS01900		AB895_RS17375	C2U32_RS05210	P795_RS08460	
3883	17	hypothetical protein	1279779	ABD1_RS09015	0			ABD1_RS09015	RR41_RS13075	AB987_RS16570	BS103_RS08955	B7L46_RS18460	IX88_RS10640	A4U85_RS08750	ABCIP7010_RS08905	KAB07_RS09395	LX00_RS08875	ABA1_RS09540	BJAB0715_RS09930	IOMTU433_RS09400	Aba3207_RS01910		AB895_RS17385	C2U32_RS05220	P795_RS08450	
3884	17	DNA glycosylase	LAC4b	RR41_RS13080	0			ABD1_RS09020	RR41_RS13080	AB987_RS16565	BS103_RS08960	B7L46_RS18465	IX88_RS10645	A4U85_RS08745	ABCIP7010_RS08910	KAB07_RS09400	LX00_RS08880	ABA1_RS09545	BJAB0715_RS09935	IOMTU433_RS09395	Aba3207_RS01915		AB895_RS17390	C2U32_RS05225	P795_RS08445	
3885	17	phospholipase D family protein	3207	Aba3207_RS01920	0	FG-In		ABD1_RS09025	RR41_RS13085	AB987_RS16560	BS103_RS08965	B7L46_RS18470	IX88_RS10650	A4U85_RS08740	ABCIP7010_RS08915	KAB07_RS09405	LX00_RS08885	ABA1_RS09550	BJAB0715_RS09940	IOMTU433_RS09390	Aba3207_RS01920		AB895_RS17395	C2U32_RS05230	P795_RS08440	
3886	17	hypothetical protein	HWBA8	B7L46_RS18475	0			ABD1_RS09030	RR41_RS13110	AB987_RS16545	BS103_RS08970	B7L46_RS18475	IX88_RS10655	A4U85_RS08735	ABCIP7010_RS08920	KAB07_RS09410	LX00_RS08890	ABA1_RS09555	BJAB0715_RS09945	IOMTU433_RS09385	Aba3207_RS01925		AB895_RS17400	C2U32_RS05235	P795_RS08435	
3887	16	hypothetical protein	bH12OA2	LX00_RS08895	0	FG-In		ABD1_RS09035	RR41_RS13120		BS103_RS08975	B7L46_RS18485	IX88_RS10660	A4U85_RS08730	ABCIP7010_RS08925	KAB07_RS09415	LX00_RS08895	ABA1_RS09560	BJAB0715_RS09950	IOMTU433_RS09380	Aba3207_RS01930		AB895_RS17405	C2U32_RS05240	P795_RS08430	
3888	16	catalase	A1	ABA1_RS09565	0			ABD1_RS09040	RR41_RS13125		BS103_RS08980	B7L46_RS18490	IX88_RS10665	A4U85_RS08725	ABCIP7010_RS08930	KAB07_RS09420	LX00_RS08900	ABA1_RS09565	BJAB0715_RS09955	IOMTU433_RS09375	Aba3207_RS01935		AB895_RS17410	C2U32_RS05245	P795_RS08425	
3889	16	hypothetical protein	bH12OA2	LX00_RS08905	0	FG-In		ABD1_RS09045	RR41_RS13130		BS103_RS08985	B7L46_RS18495	IX88_RS10670	A4U85_RS08720	ABCIP7010_RS18520	KAB07_RS09425	LX00_RS08905	ABA1_RS09570	BJAB0715_RS09960	IOMTU433_RS09370	Aba3207_RS01940		AB895_RS17415	C2U32_RS05250	P795_RS08420	
3890	14	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	AB031	IX88_RS10675	0			ABD1_RS09050	RR41_RS13135			B7L46_RS18505	IX88_RS10675	A4U85_RS08715	ABCIP7010_RS08935	KAB07_RS09430	LX00_RS08910	ABA1_RS09575	BJAB0715_RS09965	IOMTU433_RS09365	Aba3207_RS01945		AB895_RS17420		P795_RS08415	
3891	14	DUF4882 domain-containing protein	ZW851	P795_RS08410	0	FG-In		ABD1_RS09055	RR41_RS13140			B7L46_RS18510	IX88_RS10680	A4U85_RS08710	ABCIP7010_RS18530	KAB07_RS09435	LX00_RS08915	ABA1_RS09580	BJAB0715_RS09970	IOMTU433_RS09360	Aba3207_RS01950		AB895_RS17425		P795_RS08410	
3896	17	TetR/AcrR family transcriptional regulator	ZW851	P795_RS08320	0	FG-In		ABD1_RS09135	RR41_RS13255	AB987_RS16260	BS103_RS09110	B7L46_RS18765	IX88_RS10845	A4U85_RS08595	ABCIP7010_RS09310	KAB07_RS09590	LX00_RS09365	ABA1_RS09720		IOMTU433_RS09210	Aba3207_RS02005	RU84_RS08535	AB895_RS17795	C2U32_RS05370	P795_RS08320	
3897	16	HlyD family secretion protein	ab736	A4U85_RS08545	0	FS		ABD1_RS09190			BS103_RS09160	B7L46_RS18815	IX88_RS10900	A4U85_RS08545	ABCIP7010_RS09360	KAB07_RS09640	LX00_RS09415	ABA1_RS09770	BJAB0715_RS10055	IOMTU433_RS09155	Aba3207_RS02070	RU84_RS08485	AB895_RS17850	C2U32_RS05430	P795_RS08270	
3902	6	hypothetical protein	ab736	A4U85_RS13395	0			ABD1_RS09215						A4U85_RS13395		KAB07_RS05980			BJAB0715_RS06105	IOMTU433_RS13640		RU84_RS12315				
3907	7	type I secretion C-terminal target domain-containing protein	AB031	IX88_RS11025	0	FG-In		ABD1_RS09355	RR41_RS13385				IX88_RS11025			KAB07_RS09830			BJAB0715_RS10280	IOMTU433_RS09030		RU84_RS08370				
3909	3	hypothetical protein	1279779	ABD1_RS09400	0			ABD1_RS09400												IOMTU433_RS08950	Aba3207_RS02335					
3910	3	hypothetical protein	1279779	ABD1_RS09405	0			ABD1_RS09405							ABCIP7010_RS09575						Aba3207_RS02340					
3911	3	hypothetical protein	1279779	ABD1_RS09410	0			ABD1_RS09410												IOMTU433_RS08935	Aba3207_RS02345					
3912	3	hypothetical protein	OMTU433	IOMTU433_RS08930	0			ABD1_RS09415												IOMTU433_RS08930	Aba3207_RS02350					
3915	2	IS5-like element ISAba13 family transposase	1279779	ABD1_RS09975	0			ABD1_RS09975								KAB07_RS10555										
3916	5	hypothetical protein	AB031	IX88_RS18305	0			ABD1_RS17845				B7L46_RS20000	IX88_RS18305			KAB07_RS19820						RU84_RS19560				
3917	2	IS5-like element ISAba13 family transposase	1279779	ABD1_RS10475	0			ABD1_RS10475	RR41_RS07520																	
3918	3	IS5 family transposase ISAba13	LAC4b	RR41_RS07335	0			ABD1_RS10640	RR41_RS07335	AB987_RS14770																
3920	7	hypothetical protein	1279779	ABD1_RS11060	0			ABD1_RS11060	RR41_RS06850		BS103_RS10995	B7L46_RS01795		A4U85_RS06655				ABA1_RS11610	BJAB0715_RS12650							
3921	18	hypothetical protein	AB031	IX88_RS13690	0			ABD1_RS11495	RR41_RS06390	AB987_RS13655	BS103_RS11575	B7L46_RS02355	IX88_RS13690	A4U85_RS06125	ABCIP7010_RS12005	KAB07_RS12210	LX00_RS11950	ABA1_RS12160	BJAB0715_RS13170	IOMTU433_RS06285	Aba3207_RS04735	RU84_RS06030	AB895_RS01355	C2U32_RS07830	P795_RS05810	
3922	18	DUF3015 domain-containing protein	LAC4b	RR41_RS05555	0			ABD1_RS12135	RR41_RS05555	AB987_RS13035	BS103_RS12220	B7L46_RS03610	IX88_RS14885	A4U85_RS05140	ABCIP7010_RS12895	KAB07_RS13600	LX00_RS12850	ABA1_RS13145	BJAB0715_RS13830	IOMTU433_RS05670	Aba3207_RS06040	RU84_RS05415	AB895_RS01975	C2U32_RS08795	P795_RS05170	
3923	3	hypothetical protein	1279779	ABD1_RS12340	0			ABD1_RS12340												IOMTU433_RS05450					P795_RS04965	
3924	18	hypothetical protein	1279779	ABD1_RS12370	0			ABD1_RS12370	RR41_RS05390	AB987_RS12865	BS103_RS12405	B7L46_RS03795	IX88_RS15055	A4U85_RS04965	ABCIP7010_RS13140	KAB07_RS13895	LX00_RS13030	ABA1_RS13390	BJAB0715_RS14010	IOMTU433_RS05420	Aba3207_RS06210	RU84_RS05235	AB895_RS02140	C2U32_RS08975	P795_RS04935	
3925	2	IS5-like element ISAba13 family transposase	1279779	ABD1_RS12470	0			ABD1_RS12470		AB987_RS12770																
3926	18	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	OMTU433	IOMTU433_RS04745	0			ABD1_RS12715	RR41_RS05015	AB987_RS12515	BS103_RS12750	B7L46_RS04160	IX88_RS15390	A4U85_RS04630	ABCIP7010_RS13500	KAB07_RS14240	LX00_RS13370	ABA1_RS13755	BJAB0715_RS14440	IOMTU433_RS04745	Aba3207_RS06545	RU84_RS04900	AB895_RS02480	C2U32_RS09315	P795_RS04600	
3927	2	IS5-like element ISAba13 family transposase	1279779	ABD1_RS13575	0			ABD1_RS13575																C2U32_RS10260		
3929	3	hypothetical protein	LAC4b	RR41_RS19185	0			ABD1_RS17900	RR41_RS19185										BJAB0715_RS19925							
3931	3	hypothetical protein	LAC4b	RR41_RS03685	0			ABD1_RS13925	RR41_RS03685										BJAB0715_RS15780							
3933	4	hypothetical protein	LAC4b	RR41_RS03680	0			ABD1_RS13935	RR41_RS03680	AB987_RS10985									BJAB0715_RS15785							
3934	3	lysophospholipase	6200	RU84_RS03410	0			ABD1_RS14165										ABA1_RS15570				RU84_RS03410				
3935	9	hypothetical protein	LAC4b	RR41_RS02940	0			ABD1_RS14660	RR41_RS02940		BS103_RS14955			A4U85_RS02670	ABCIP7010_RS15520				BJAB0715_RS16530			RU84_RS02695	AB895_RS04585		P795_RS02685	
3936	10	O-antigen ligase domain-containing protein	1279779	ABD1_RS15795	0	FG-In		ABD1_RS15795	RR41_RS01630	AB987_RS09120			IX88_RS00650	A4U85_RS01540		KAB07_RS17590			BJAB0715_RS17675			RU84_RS01510	AB895_RS05750		P795_RS01550	
3938	4	hypothetical protein	A1296	BS103_RS16530	0			ABD1_RS17915			BS103_RS16530			A4U85_RS01115								RU84_RS19445				
3939	2	IS5-like element ISAba13 family transposase	1279779	ABD1_RS16240	0			ABD1_RS16240	RR41_RS01205																	
3940	17	aldo/keto reductase	A1296	BS103_RS16550	0			ABD1_RS16250	RR41_RS01215		BS103_RS16550	B7L46_RS07755	IX88_RS01085	A4U85_RS01105	ABCIP7010_RS17095	KAB07_RS18035	LX00_RS17330	ABA1_RS17625	BJAB0715_RS18115	IOMTU433_RS01155	Aba3207_RS10260	RU84_RS01075	AB895_RS06230	C2U32_RS13080	P795_RS01125	
3941	2	hypothetical protein	1279779	ABD1_RS16255	0			ABD1_RS16255											BJAB0715_RS18120							
3942	3	hypothetical protein	1279779	ABD1_RS16260	0			ABD1_RS16260	RR41_RS01200										BJAB0715_RS18125							
3943	3	DUF4123 domain-containing protein	1279779	ABD1_RS16265	0			ABD1_RS16265	RR41_RS01195										BJAB0715_RS18130							
3944	3	hypothetical protein	1279779	ABD1_RS16270	0			ABD1_RS16270	RR41_RS01190										BJAB0715_RS18135							
3945	3	hypothetical protein	1279779	ABD1_RS16275	0			ABD1_RS16275	RR41_RS01185										BJAB0715_RS18140							
3946	3	hypothetical protein	1279779	ABD1_RS16280	0			ABD1_RS16280	RR41_RS01180										BJAB0715_RS18145							
3957	4	hypothetical protein	manniia	ABCIP7010_RS17585	0			ABD1_RS16830				B7L46_RS08250		A4U85_RS00590	ABCIP7010_RS17585											
3958	2	LysM peptidoglycan-binding domain-containing protein	1279779	ABD1_RS16870	0			ABD1_RS16870			BS103_RS17055															
3959	15	type VI secretion system tip protein VgrG	A1	ABA1_RS18125	0	FS		ABD1_RS16875	RR41_RS00630		BS103_RS17060	B7L46_RS08290	IX88_RS01625	A4U85_RS00575	ABCIP7010_RS17630	KAB07_RS18535	LX00_RS17885	ABA1_RS18125	BJAB0715_RS18770	IOMTU433_RS00590	Aba3207_RS10785	RU84_RS00575			P795_RS00590	
3960	4	hypothetical protein	manniia	ABCIP7010_RS17775	0			ABD1_RS17025							ABCIP7010_RS17775			ABA1_RS18280							P795_RS00430	
3961	2	IS5-like element ISAba13 family transposase	1279779	ABD1_RS17055	0			ABD1_RS17055																C2U32_RS13835		
3962	6	hypothetical protein	B8300	AB987_RS07660	0				RR41_RS19125	AB987_RS07660	BS103_RS17430								BJAB0715_RS19955				AB895_RS07120	C2U32_RS14040		
3963	5	aminoglycoside O-phosphotransferase APH(3'')-Ib	LAC4b	RR41_RS00565	0				RR41_RS00565				IX88_RS03650				LX00_RS17270		BJAB0715_RS14420	IOMTU433_RS19195						
3964	5	aminoglycoside O-phosphotransferase APH(6)-Id	LAC4b	RR41_RS00570	0				RR41_RS00570				IX88_RS03655				LX00_RS17265		BJAB0715_RS14415	IOMTU433_RS19190						
3965	3	hypothetical protein	LAC4b	RR41_RS00575	0				RR41_RS00575				IX88_RS03660				LX00_RS17260									
3966	3	hypothetical protein	LAC4b	RR41_RS00580	0				RR41_RS00580				IX88_RS03665				LX00_RS17255									
3967	6	conjugal transfer protein TraD	LAC4b	RR41_RS00585	0				RR41_RS00585				IX88_RS03670				LX00_RS17250					RU84_RS19280		C2U32_RS18790	P795_RS18420	
3968	6	Ti-type conjugative transfer relaxase TraA	LAC4b	RR41_RS00590	0				RR41_RS00590				IX88_RS03675				LX00_RS17245					RU84_RS19285		C2U32_RS18785	P795_RS18140	
3969	2	hypothetical protein	LAC4b	RR41_RS00595	0	FG-In			RR41_RS00595				IX88_RS03680													
3970	8	IS6 family transposase IS1006	LAC4b	RR41_RS00600	0				RR41_RS00600				IX88_RS03685				LX00_RS17180	ABA1_RS01400	BJAB0715_RS19460			RU84_RS18620		C2U32_RS19870	P795_RS17875	
3972	2	hypothetical protein	LAC4b	RR41_RS00645	0				RR41_RS00645										BJAB0715_RS18760							
3973	3	hypothetical protein	LAC4b	RR41_RS00650	0				RR41_RS00650				IX88_RS01605						BJAB0715_RS18755							
3974	7	DUF1311 domain-containing protein	ZW851	P795_RS00610	0				RR41_RS00655			B7L46_RS08270	IX88_RS01600		ABCIP7010_RS17610			ABA1_RS18105				RU84_RS00595			P795_RS00610	
3975	2	hypothetical protein	LAC4b	RR41_RS00660	0				RR41_RS00660										BJAB0715_RS18745							
3976	11	NAD(P)-dependent oxidoreductase	OMTU433	IOMTU433_RS00690	0				RR41_RS00710		BS103_RS17010	B7L46_RS08230		A4U85_RS00610	ABCIP7010_RS17565	KAB07_RS18505			BJAB0715_RS18695	IOMTU433_RS00690			AB895_RS06700	C2U32_RS13645	P795_RS00635	
3978	8	hypothetical protein	LAC4b	RR41_RS19160	0				RR41_RS19160			B7L46_RS07745				KAB07_RS18025		ABA1_RS19100	BJAB0715_RS19945	IOMTU433_RS20040	Aba3207_RS10250				P795_RS18455	
3979	2	hypothetical protein	LAC4b	RR41_RS01235	0				RR41_RS01235										BJAB0715_RS18095							
3980	5	ABC transporter ATP-binding protein	AB031	IX88_RS00950	0				RR41_RS01330			B7L46_RS07580	IX88_RS00950						BJAB0715_RS17975		Aba3207_RS10105					
3982	2	hypothetical protein	LAC4b	RR41_RS01920	0				RR41_RS01920										BJAB0715_RS17390							
3984	10	hypothetical protein	A1296	BS103_RS15800	0				RR41_RS01950		BS103_RS15800	B7L46_RS06960			ABCIP7010_RS16355	KAB07_RS17290	LX00_RS16460		BJAB0715_RS17365	IOMTU433_RS01905	Aba3207_RS09500		AB895_RS05420			
3985	10	DUF1311 domain-containing protein	A1296	BS103_RS15795	0				RR41_RS01955		BS103_RS15795	B7L46_RS06955			ABCIP7010_RS16350	KAB07_RS17285	LX00_RS16455		BJAB0715_RS17360	IOMTU433_RS01910	Aba3207_RS09495		AB895_RS05415			
3987	5	DUF2007 domain-containing protein	LAC4b	RR41_RS02530	0				RR41_RS02530							KAB07_RS16735			BJAB0715_RS16810			RU84_RS02370	AB895_RS04865			
3993	2	hypothetical protein	LAC4b	RR41_RS03690	0				RR41_RS03690										BJAB0715_RS15775							
3994	2	hypothetical protein	LAC4b	RR41_RS03695	0				RR41_RS03695										BJAB0715_RS15770							
3995	2	hypothetical protein	LAC4b	RR41_RS03700	0				RR41_RS03700										BJAB0715_RS15765							
3996	2	hypothetical protein	LAC4b	RR41_RS03705	0				RR41_RS03705										BJAB0715_RS15760							
4007	2	alanine:cation symporter family protein	LAC4b	RR41_RS04420	0				RR41_RS04420										BJAB0715_RS15000							
4013	12	DUF4442 domain-containing protein	LAC4b	RR41_RS05225	0				RR41_RS05225	AB987_RS12695	BS103_RS12575	B7L46_RS03960	IX88_RS15220		ABCIP7010_RS13305	KAB07_RS14060	LX00_RS13200	ABA1_RS13555	BJAB0715_RS14175		Aba3207_RS06375				P795_RS04770	
4014	12	TetR/AcrR family transcriptional regulator	LAC4b	RR41_RS05230	0				RR41_RS05230	AB987_RS12700	BS103_RS12570	B7L46_RS03955	IX88_RS15215		ABCIP7010_RS13300	KAB07_RS14055	LX00_RS13195	ABA1_RS13550	BJAB0715_RS14170		Aba3207_RS06370				P795_RS04775	
4018	4	hypothetical protein	bH12OA2	LX00_RS14800	0				RR41_RS05865					A4U85_RS05530			LX00_RS14800				Aba3207_RS05330					
4019	2	hypothetical protein	LAC4b	RR41_RS05870	0				RR41_RS05870			B7L46_RS03235														
4020	3	hypothetical protein	LAC4b	RR41_RS05875	0				RR41_RS05875			B7L46_RS03230					LX00_RS14785									
4021	3	hypothetical protein	bH12OA2	LX00_RS14780	0				RR41_RS05880								LX00_RS14780				Aba3207_RS05320					
4024	2	hypothetical protein	LAC4b	RR41_RS05895	0	FG-In			RR41_RS05895			B7L46_RS03210														
4026	2	hypothetical protein	LAC4b	RR41_RS05905	0				RR41_RS05905			B7L46_RS03200														
4027	2	hypothetical protein	LAC4b	RR41_RS05910	0				RR41_RS05910			B7L46_RS03195														
4028	2	hypothetical protein	LAC4b	RR41_RS05915	0				RR41_RS05915			B7L46_RS03190														
4029	2	phage head-tail adapter protein	LAC4b	RR41_RS05920	0				RR41_RS05920			B7L46_RS03185														
4030	2	hypothetical protein	LAC4b	RR41_RS05925	0				RR41_RS05925			B7L46_RS03180														
4031	2	hypothetical protein	LAC4b	RR41_RS05930	0				RR41_RS05930			B7L46_RS03175														
4032	2	hypothetical protein	LAC4b	RR41_RS05935	0				RR41_RS05935			B7L46_RS03170														
4034	2	hypothetical protein	LAC4b	RR41_RS05945	0				RR41_RS05945			B7L46_RS03165														
4035	2	carbohydrate-binding protein	LAC4b	RR41_RS05950	0				RR41_RS05950			B7L46_RS03160														
4036	2	N-acetyltransferase	LAC4b	RR41_RS05955	0				RR41_RS05955			B7L46_RS03155														
4037	2	hypothetical protein	LAC4b	RR41_RS05960	0				RR41_RS05960			B7L46_RS03150														
4038	2	hypothetical protein	LAC4b	RR41_RS05965	0				RR41_RS05965			B7L46_RS03145														
4039	2	hypothetical protein	LAC4b	RR41_RS05970	0				RR41_RS05970			B7L46_RS03140														
4040	2	lytic transglycosylase domain-containing protein	LAC4b	RR41_RS05975	0				RR41_RS05975			B7L46_RS03135														
4042	6	phage-like protein	manniia	ABCIP7010_RS14750	0				RR41_RS05985		BS103_RS14190	B7L46_RS03120			ABCIP7010_RS14750				BJAB0715_RS15720		Aba3207_RS07840					
4043	2	hypothetical protein	LAC4b	RR41_RS05990	0				RR41_RS05990			B7L46_RS03115														
4044	2	transcriptional regulator	LAC4b	RR41_RS05995	0				RR41_RS05995			B7L46_RS03110														
4048	5	hypothetical protein	A1296	BS103_RS06790	0				RR41_RS06020		BS103_RS06790						LX00_RS04165	ABA1_RS12510						C2U32_RS02180		
4049	8	lysozyme	6200	RU84_RS14000	0	FG-In			RR41_RS06025		BS103_RS06795	B7L46_RS03095		A4U85_RS05780			LX00_RS04170	ABA1_RS12505			Aba3207_RS05675	RU84_RS14000				
4050	7	hypothetical protein	LAC4b	RR41_RS06030	0				RR41_RS06030			B7L46_RS03090		A4U85_RS05785			LX00_RS04175	ABA1_RS12495			Aba3207_RS05070	RU84_RS13990				
4051	9	hydroxyisourate hydrolase	LAC4b	RR41_RS06550	0				RR41_RS06550		BS103_RS11295		IX88_RS13435	A4U85_RS06355	ABCIP7010_RS11750			ABA1_RS11910	BJAB0715_RS12950	IOMTU433_RS06585		RU84_RS06315				
4052	9	heme-binding protein	LAC4b	RR41_RS06555	0				RR41_RS06555		BS103_RS11290		IX88_RS13430	A4U85_RS06360	ABCIP7010_RS11745			ABA1_RS11905	BJAB0715_RS12945	IOMTU433_RS06590		RU84_RS06320				
4053	9	DNA-binding response regulator	LAC4b	RR41_RS06560	0				RR41_RS06560		BS103_RS11285		IX88_RS13425	A4U85_RS06365	ABCIP7010_RS11740			ABA1_RS11900	BJAB0715_RS12940	IOMTU433_RS06595		RU84_RS06325				
4054	9	two-component sensor histidine kinase	AB031	IX88_RS13420	0				RR41_RS06565		BS103_RS11280		IX88_RS13420	A4U85_RS06370	ABCIP7010_RS11735			ABA1_RS11895	BJAB0715_RS12935	IOMTU433_RS06600		RU84_RS06330				
4055	9	membrane protein	LAC4b	RR41_RS06570	0				RR41_RS06570		BS103_RS11275		IX88_RS13415	A4U85_RS06375	ABCIP7010_RS11730			ABA1_RS11890	BJAB0715_RS12930	IOMTU433_RS06605		RU84_RS06335				
4056	9	acyl-CoA desaturase	LAC4b	RR41_RS06575	0				RR41_RS06575		BS103_RS11270		IX88_RS13410	A4U85_RS06380	ABCIP7010_RS11725			ABA1_RS11885	BJAB0715_RS12925	IOMTU433_RS06610		RU84_RS06340				
4057	9	dehydrogenase	LAC4b	RR41_RS06580	0				RR41_RS06580		BS103_RS11265		IX88_RS13405	A4U85_RS06385	ABCIP7010_RS11720			ABA1_RS11880	BJAB0715_RS12920	IOMTU433_RS06615		RU84_RS06345				
4058	9	DUF1365 domain-containing protein	LAC4b	RR41_RS06585	0				RR41_RS06585		BS103_RS11260		IX88_RS13400	A4U85_RS06390	ABCIP7010_RS11715			ABA1_RS11875	BJAB0715_RS12915	IOMTU433_RS06620		RU84_RS06350				
4059	9	class I SAM-dependent methyltransferase	ab736	A4U85_RS06395	0				RR41_RS06590		BS103_RS11255		IX88_RS13395	A4U85_RS06395	ABCIP7010_RS11710			ABA1_RS11870	BJAB0715_RS12910	IOMTU433_RS06625		RU84_RS06355				
4060	9	DUF1295 domain-containing protein	LAC4b	RR41_RS06595	0				RR41_RS06595		BS103_RS11250		IX88_RS13390	A4U85_RS06400	ABCIP7010_RS11705			ABA1_RS11865	BJAB0715_RS12905	IOMTU433_RS06630		RU84_RS06360				
4061	9	class I SAM-dependent methyltransferase	AB031	IX88_RS13385	0				RR41_RS06600		BS103_RS11245		IX88_RS13385	A4U85_RS06405	ABCIP7010_RS11700			ABA1_RS11860	BJAB0715_RS12900	IOMTU433_RS06635		RU84_RS06365				
4062	9	sensor histidine kinase	AB031	IX88_RS13380	0				RR41_RS06605		BS103_RS11240		IX88_RS13380	A4U85_RS06410	ABCIP7010_RS11695			ABA1_RS11855	BJAB0715_RS12895	IOMTU433_RS06640		RU84_RS06370				
4063	9	DNA-binding response regulator	ab736	A4U85_RS06415	0				RR41_RS06610		BS103_RS11235		IX88_RS13375	A4U85_RS06415	ABCIP7010_RS11690			ABA1_RS11850	BJAB0715_RS12890	IOMTU433_RS06645		RU84_RS06375				
